Ensembl ID	HPO	hgncSymbol
ENSG00000168267.6	Abdomen-abnormality	PTF1A
ENSG00000165731.18	Abdomen-abnormality	RET
ENSG00000263761.2	Abdomen-abnormality	GDF2
ENSG00000165730.14	Abdomen-abnormality	STOX1
ENSG00000198954.7	Abdomen-abnormality	KIF1BP
ENSG00000156515.21	Abdomen-abnormality	HK1
ENSG00000122859.4	Abdomen-abnormality	NEUROG3
ENSG00000156574.9	Abdomen-abnormality	NODAL
ENSG00000198246.7	Abdomen-abnormality	SLC29A3
ENSG00000197746.13	Abdomen-abnormality	PSAP
ENSG00000138303.17	Abdomen-abnormality	ASCC1
ENSG00000182180.13	Abdomen-abnormality	MRPS16
ENSG00000156110.13	Abdomen-abnormality	ADK
ENSG00000156650.12	Abdomen-abnormality	KAT6B
ENSG00000107779.13	Abdomen-abnormality	BMPR1A
ENSG00000171862.10	Abdomen-abnormality	PTEN
ENSG00000107796.13	Abdomen-abnormality	ACTA2
ENSG00000026103.21	Abdomen-abnormality	FAS
ENSG00000107798.17	Abdomen-abnormality	LIPA
ENSG00000059573.8	Abdomen-abnormality	ALDH18A1
ENSG00000095585.16	Abdomen-abnormality	BLNK
ENSG00000023839.10	Abdomen-abnormality	ABCC2
ENSG00000213341.10	Abdomen-abnormality	CHUK
ENSG00000175535.6	Abdomen-abnormality	PNLIP
ENSG00000151929.9	Abdomen-abnormality	BAG3
ENSG00000066468.22	Abdomen-abnormality	FGFR2
ENSG00000154473.17	Abdomen-abnormality	BUB3
ENSG00000188690.12	Abdomen-abnormality	UROS
ENSG00000174775.16	Abdomen-abnormality	HRAS
ENSG00000177156.10	Abdomen-abnormality	TALDO1
ENSG00000177666.16	Abdomen-abnormality	PNPLA2
ENSG00000130600.17	Abdomen-abnormality	H19
ENSG00000167244.18	Abdomen-abnormality	IGF2
ENSG00000167323.11	Abdomen-abnormality	STIM1
ENSG00000244734.3	Abdomen-abnormality	HBB
ENSG00000196565.13	Abdomen-abnormality	HBG2
ENSG00000166311.9	Abdomen-abnormality	SMPD1
ENSG00000186104.10	Abdomen-abnormality	CYP2R1
ENSG00000187486.5	Abdomen-abnormality	KCNJ11
ENSG00000006071.12	Abdomen-abnormality	ABCC8
ENSG00000165970.11	Abdomen-abnormality	SLC6A5
ENSG00000184937.13	Abdomen-abnormality	WT1
ENSG00000166349.9	Abdomen-abnormality	RAG1
ENSG00000157613.10	Abdomen-abnormality	CREB3L1
ENSG00000180210.14	Abdomen-abnormality	F2
ENSG00000134575.9	Abdomen-abnormality	ACP2
ENSG00000149131.15	Abdomen-abnormality	SERPING1
ENSG00000166801.15	Abdomen-abnormality	FAM111A
ENSG00000134812.7	Abdomen-abnormality	GIF
ENSG00000149541.9	Abdomen-abnormality	B3GAT3
ENSG00000168000.14	Abdomen-abnormality	BSCL2
ENSG00000149781.12	Abdomen-abnormality	FERMT3
ENSG00000175115.11	Abdomen-abnormality	PACS1
ENSG00000174684.6	Abdomen-abnormality	B4GAT1
ENSG00000173599.13	Abdomen-abnormality	PC
ENSG00000175505.10	Abdomen-abnormality	CLCF1
ENSG00000110711.9	Abdomen-abnormality	AIP
ENSG00000110090.12	Abdomen-abnormality	CPT1A
ENSG00000110092.3	Abdomen-abnormality	CCND1
ENSG00000168040.4	Abdomen-abnormality	FADD
ENSG00000172893.15	Abdomen-abnormality	DHCR7
ENSG00000165458.13	Abdomen-abnormality	INPPL1
ENSG00000162129.12	Abdomen-abnormality	CLPB
ENSG00000159063.12	Abdomen-abnormality	ALG8
ENSG00000109861.15	Abdomen-abnormality	CTSC
ENSG00000042429.11	Abdomen-abnormality	MED17
ENSG00000023445.13	Abdomen-abnormality	BIRC3
ENSG00000196611.4	Abdomen-abnormality	MMP1
ENSG00000187240.13	Abdomen-abnormality	DYNC2H1
ENSG00000075239.13	Abdomen-abnormality	ACAT1
ENSG00000149311.18	Abdomen-abnormality	ATM
ENSG00000086848.14	Abdomen-abnormality	ALG9
ENSG00000204370.9	Abdomen-abnormality	SDHD
ENSG00000150787.7	Abdomen-abnormality	PTS
ENSG00000118137.9	Abdomen-abnormality	APOA1
ENSG00000167286.9	Abdomen-abnormality	CD3D
ENSG00000160654.9	Abdomen-abnormality	CD3G
ENSG00000118094.11	Abdomen-abnormality	TREH
ENSG00000137700.17	Abdomen-abnormality	SLC37A4
ENSG00000256269.7	Abdomen-abnormality	HMBS
ENSG00000172269.18	Abdomen-abnormality	DPAGT1
ENSG00000109929.9	Abdomen-abnormality	SC5D
ENSG00000166250.11	Abdomen-abnormality	CLMP
ENSG00000134910.12	Abdomen-abnormality	STT3A
ENSG00000198331.10	Abdomen-abnormality	HYLS1
ENSG00000151702.16	Abdomen-abnormality	FLI1
ENSG00000166086.12	Abdomen-abnormality	JAM3
ENSG00000111262.5	Abdomen-abnormality	KCNA1
ENSG00000110799.13	Abdomen-abnormality	VWF
ENSG00000067182.7	Abdomen-abnormality	TNFRSF1A
ENSG00000111319.12	Abdomen-abnormality	SCNN1A
ENSG00000139190.16	Abdomen-abnormality	VAMP1
ENSG00000111669.14	Abdomen-abnormality	TPI1
ENSG00000184344.3	Abdomen-abnormality	GDF3
ENSG00000111732.10	Abdomen-abnormality	AICDA
ENSG00000070019.4	Abdomen-abnormality	GUCY2C
ENSG00000134538.2	Abdomen-abnormality	SLCO1B1
ENSG00000121361.3	Abdomen-abnormality	KCNJ8
ENSG00000133703.11	Abdomen-abnormality	KRAS
ENSG00000087470.17	Abdomen-abnormality	DNM1L
ENSG00000018236.14	Abdomen-abnormality	CNTN1
ENSG00000111424.10	Abdomen-abnormality	VDR
ENSG00000139219.17	Abdomen-abnormality	COL2A1
ENSG00000152556.15	Abdomen-abnormality	PFKM
ENSG00000167548.14	Abdomen-abnormality	KMT2D
ENSG00000167580.7	Abdomen-abnormality	AQP2
ENSG00000167588.12	Abdomen-abnormality	GPD1
ENSG00000110911.14	Abdomen-abnormality	SLC11A2
ENSG00000170421.12	Abdomen-abnormality	KRT8
ENSG00000094914.12	Abdomen-abnormality	AAAS
ENSG00000185482.7	Abdomen-abnormality	STAC3
ENSG00000166986.14	Abdomen-abnormality	MARS
ENSG00000175197.11	Abdomen-abnormality	DDIT3
ENSG00000123297.17	Abdomen-abnormality	TSFM
ENSG00000135677.10	Abdomen-abnormality	GNS
ENSG00000174106.2	Abdomen-abnormality	LEMD3
ENSG00000111537.4	Abdomen-abnormality	IFNG
ENSG00000135679.22	Abdomen-abnormality	MDM2
ENSG00000173588.14	Abdomen-abnormality	CEP83
ENSG00000012504.13	Abdomen-abnormality	NR1H4
ENSG00000111670.14	Abdomen-abnormality	GNPTAB
ENSG00000171759.9	Abdomen-abnormality	PAH
ENSG00000013503.9	Abdomen-abnormality	POLR3B
ENSG00000151148.13	Abdomen-abnormality	UBE3B
ENSG00000139428.11	Abdomen-abnormality	MMAB
ENSG00000110921.13	Abdomen-abnormality	MVK
ENSG00000111199.10	Abdomen-abnormality	TRPV4
ENSG00000111252.10	Abdomen-abnormality	SH2B3
ENSG00000204842.14	Abdomen-abnormality	ATXN2
ENSG00000135111.15	Abdomen-abnormality	TBX3
ENSG00000089250.18	Abdomen-abnormality	NOS1
ENSG00000122971.8	Abdomen-abnormality	ACADS
ENSG00000135100.17	Abdomen-abnormality	HNF1A
ENSG00000158104.11	Abdomen-abnormality	HPD
ENSG00000185344.13	Abdomen-abnormality	ATP6V0A2
ENSG00000177192.13	Abdomen-abnormality	PUS1
ENSG00000165474.5	Abdomen-abnormality	GJB2
ENSG00000127870.16	Abdomen-abnormality	RNF6
ENSG00000139515.5	Abdomen-abnormality	PDX1
ENSG00000187676.7	Abdomen-abnormality	B3GLCT
ENSG00000139618.14	Abdomen-abnormality	BRCA2
ENSG00000133103.16	Abdomen-abnormality	COG6
ENSG00000102743.14	Abdomen-abnormality	SLC25A15
ENSG00000136143.14	Abdomen-abnormality	SUCLA2
ENSG00000139687.13	Abdomen-abnormality	RB1
ENSG00000123191.14	Abdomen-abnormality	ATP7B
ENSG00000253710.2	Abdomen-abnormality	ALG11
ENSG00000136160.14	Abdomen-abnormality	EDNRB
ENSG00000183098.10	Abdomen-abnormality	GPC6
ENSG00000175198.15	Abdomen-abnormality	PCCA
ENSG00000102452.15	Abdomen-abnormality	NALCN
ENSG00000125255.6	Abdomen-abnormality	SLC10A2
ENSG00000174405.13	Abdomen-abnormality	LIG4
ENSG00000198824.5	Abdomen-abnormality	CHAMP1
ENSG00000198805.11	Abdomen-abnormality	PNP
ENSG00000155465.18	Abdomen-abnormality	SLC7A7
ENSG00000100836.10	Abdomen-abnormality	PABPN1
ENSG00000100889.11	Abdomen-abnormality	PCK2
ENSG00000092098.16	Abdomen-abnormality	RNF31
ENSG00000176165.10	Abdomen-abnormality	FOXG1
ENSG00000151413.16	Abdomen-abnormality	NUBPL
ENSG00000100934.14	Abdomen-abnormality	SEC23A
ENSG00000165506.14	Abdomen-abnormality	DNAAF2
ENSG00000100504.16	Abdomen-abnormality	PYGL
ENSG00000131979.18	Abdomen-abnormality	GCH1
ENSG00000165617.14	Abdomen-abnormality	DACT1
ENSG00000070182.19	Abdomen-abnormality	SPTB
ENSG00000171723.15	Abdomen-abnormality	GPHN
ENSG00000072121.15	Abdomen-abnormality	ZFYVE26
ENSG00000119614.2	Abdomen-abnormality	VSX2
ENSG00000119688.20	Abdomen-abnormality	ABCD4
ENSG00000119655.10	Abdomen-abnormality	NPC2
ENSG00000170345.9	Abdomen-abnormality	FOS
ENSG00000009830.11	Abdomen-abnormality	POMT2
ENSG00000165409.16	Abdomen-abnormality	TSHR
ENSG00000054983.16	Abdomen-abnormality	GALC
ENSG00000140092.14	Abdomen-abnormality	FBLN5
ENSG00000100815.12	Abdomen-abnormality	TRIP11
ENSG00000066427.21	Abdomen-abnormality	ATXN3
ENSG00000197249.13	Abdomen-abnormality	SERPINA1
ENSG00000133937.4	Abdomen-abnormality	GSC
ENSG00000196663.15	Abdomen-abnormality	TECPR2
ENSG00000211956.2	Abdomen-abnormality	IGHV4-34
ENSG00000254585.2	Abdomen-abnormality	MAGEL2
ENSG00000182636.5	Abdomen-abnormality	NDN
ENSG00000114062.18	Abdomen-abnormality	UBE3A
ENSG00000198690.9	Abdomen-abnormality	FAN1
ENSG00000182117.5	Abdomen-abnormality	NOP10
ENSG00000134138.19	Abdomen-abnormality	MEIS2
ENSG00000128928.8	Abdomen-abnormality	IVD
ENSG00000169105.7	Abdomen-abnormality	CHST14
ENSG00000159459.11	Abdomen-abnormality	UBR1
ENSG00000104133.14	Abdomen-abnormality	SPG11
ENSG00000074803.17	Abdomen-abnormality	SLC12A1
ENSG00000166147.13	Abdomen-abnormality	FBN1
ENSG00000137869.14	Abdomen-abnormality	CYP19A1
ENSG00000069974.15	Abdomen-abnormality	RAB27A
ENSG00000074410.13	Abdomen-abnormality	CA12
ENSG00000090487.10	Abdomen-abnormality	SPG21
ENSG00000166949.15	Abdomen-abnormality	SMAD3
ENSG00000103591.12	Abdomen-abnormality	AAGAB
ENSG00000137807.13	Abdomen-abnormality	KIF23
ENSG00000213614.9	Abdomen-abnormality	HEXA
ENSG00000178802.17	Abdomen-abnormality	MPI
ENSG00000140374.15	Abdomen-abnormality	ETFA
ENSG00000140368.12	Abdomen-abnormality	PSTPIP1
ENSG00000103876.11	Abdomen-abnormality	FAH
ENSG00000172379.20	Abdomen-abnormality	ARNT2
ENSG00000177082.12	Abdomen-abnormality	WDR73
ENSG00000166716.9	Abdomen-abnormality	ZNF592
ENSG00000140521.12	Abdomen-abnormality	POLG
ENSG00000166813.14	Abdomen-abnormality	KIF7
ENSG00000166819.11	Abdomen-abnormality	PLIN1
ENSG00000188095.4	Abdomen-abnormality	MESP2
ENSG00000182054.9	Abdomen-abnormality	IDH2
ENSG00000197299.10	Abdomen-abnormality	BLM
ENSG00000184056.14	Abdomen-abnormality	VPS33B
ENSG00000188536.12	Abdomen-abnormality	HBA2
ENSG00000206172.8	Abdomen-abnormality	HBA1
ENSG00000103126.14	Abdomen-abnormality	AXIN1
ENSG00000007541.16	Abdomen-abnormality	PIGQ
ENSG00000103227.18	Abdomen-abnormality	LMF1
ENSG00000103249.17	Abdomen-abnormality	CLCN7
ENSG00000008710.19	Abdomen-abnormality	PKD1
ENSG00000103313.12	Abdomen-abnormality	MEFV
ENSG00000005339.14	Abdomen-abnormality	CREBBP
ENSG00000033011.11	Abdomen-abnormality	ALG1
ENSG00000140650.11	Abdomen-abnormality	PMM2
ENSG00000175595.14	Abdomen-abnormality	ERCC4
ENSG00000133392.17	Abdomen-abnormality	MYH11
ENSG00000091262.15	Abdomen-abnormality	ABCC6
ENSG00000103489.11	Abdomen-abnormality	XYLT1
ENSG00000168447.10	Abdomen-abnormality	SCNN1B
ENSG00000103356.15	Abdomen-abnormality	EARS2
ENSG00000103522.15	Abdomen-abnormality	IL21R
ENSG00000178952.10	Abdomen-abnormality	TUFM
ENSG00000178188.14	Abdomen-abnormality	SH2B1
ENSG00000177455.12	Abdomen-abnormality	CD19
ENSG00000149925.17	Abdomen-abnormality	ALDOA
ENSG00000080603.16	Abdomen-abnormality	SRCAP
ENSG00000099377.13	Abdomen-abnormality	HSD3B7
ENSG00000102893.15	Abdomen-abnormality	PHKB
ENSG00000102935.11	Abdomen-abnormality	ZNF423
ENSG00000167207.11	Abdomen-abnormality	NOD2
ENSG00000103449.11	Abdomen-abnormality	SALL1
ENSG00000140718.20	Abdomen-abnormality	FTO
ENSG00000176842.14	Abdomen-abnormality	IRX5
ENSG00000088682.13	Abdomen-abnormality	COQ9
ENSG00000103005.11	Abdomen-abnormality	USB1
ENSG00000102974.14	Abdomen-abnormality	CTCF
ENSG00000102977.13	Abdomen-abnormality	ACD
ENSG00000213398.7	Abdomen-abnormality	LCAT
ENSG00000141076.17	Abdomen-abnormality	UTP4
ENSG00000213380.14	Abdomen-abnormality	COG8
ENSG00000090861.15	Abdomen-abnormality	AARS
ENSG00000103051.18	Abdomen-abnormality	COG4
ENSG00000102967.11	Abdomen-abnormality	DHODH
ENSG00000197943.9	Abdomen-abnormality	PLCG2
ENSG00000103150.5	Abdomen-abnormality	MLYCD
ENSG00000103241.6	Abdomen-abnormality	FOXF1
ENSG00000225614.2	Abdomen-abnormality	ZNF469
ENSG00000103335.21	Abdomen-abnormality	PIEZO1
ENSG00000167513.8	Abdomen-abnormality	CDT1
ENSG00000141012.12	Abdomen-abnormality	GALNS
ENSG00000176715.15	Abdomen-abnormality	ACSF3
ENSG00000167522.14	Abdomen-abnormality	ANKRD11
ENSG00000197912.14	Abdomen-abnormality	SPG7
ENSG00000131165.14	Abdomen-abnormality	CHMP1A
ENSG00000205899.3	Abdomen-abnormality	BHLHA9
ENSG00000177374.12	Abdomen-abnormality	HIC1
ENSG00000007168.12	Abdomen-abnormality	PAFAH1B1
ENSG00000108381.10	Abdomen-abnormality	ASPA
ENSG00000040531.14	Abdomen-abnormality	CTNS
ENSG00000185245.7	Abdomen-abnormality	GP1BA
ENSG00000132517.14	Abdomen-abnormality	SLC52A1
ENSG00000129221.15	Abdomen-abnormality	AIPL1
ENSG00000072778.19	Abdomen-abnormality	ACADVL
ENSG00000129255.15	Abdomen-abnormality	MPDU1
ENSG00000179148.9	Abdomen-abnormality	ALOXE3
ENSG00000178971.13	Abdomen-abnormality	CTC1
ENSG00000133020.4	Abdomen-abnormality	MYH8
ENSG00000109063.14	Abdomen-abnormality	MYH3
ENSG00000240505.8	Abdomen-abnormality	TNFRSF13B
ENSG00000154803.12	Abdomen-abnormality	FLCN
ENSG00000108557.18	Abdomen-abnormality	RAI1
ENSG00000108641.14	Abdomen-abnormality	B9D1
ENSG00000076351.12	Abdomen-abnormality	SLC46A1
ENSG00000160602.13	Abdomen-abnormality	NEK8
ENSG00000275410.4	Abdomen-abnormality	HNF1B
ENSG00000141736.13	Abdomen-abnormality	ERBB2
ENSG00000126351.12	Abdomen-abnormality	THRA
ENSG00000186847.5	Abdomen-abnormality	KRT14
ENSG00000128422.15	Abdomen-abnormality	KRT17
ENSG00000173801.16	Abdomen-abnormality	JUP
ENSG00000168610.14	Abdomen-abnormality	STAT3
ENSG00000177469.12	Abdomen-abnormality	PTRF
ENSG00000108784.9	Abdomen-abnormality	NAGLU
ENSG00000108788.11	Abdomen-abnormality	MLX
ENSG00000131482.9	Abdomen-abnormality	G6PC
ENSG00000012048.20	Abdomen-abnormality	BRCA1
ENSG00000161653.10	Abdomen-abnormality	NAGS
ENSG00000141349.8	Abdomen-abnormality	G6PC3
ENSG00000004939.13	Abdomen-abnormality	SLC4A1
ENSG00000005961.17	Abdomen-abnormality	ITGA2B
ENSG00000108883.12	Abdomen-abnormality	EFTUD2
ENSG00000131095.12	Abdomen-abnormality	GFAP
ENSG00000186868.15	Abdomen-abnormality	MAPT
ENSG00000120071.13	Abdomen-abnormality	KANSL1
ENSG00000108379.9	Abdomen-abnormality	WNT3
ENSG00000259207.7	Abdomen-abnormality	ITGB3
ENSG00000108439.9	Abdomen-abnormality	PNPO
ENSG00000108821.13	Abdomen-abnormality	COL1A1
ENSG00000108395.13	Abdomen-abnormality	TRIM37
ENSG00000141378.14	Abdomen-abnormality	PTRH2
ENSG00000007314.12	Abdomen-abnormality	SCN4A
ENSG00000256525.6	Abdomen-abnormality	POLG2
ENSG00000168646.12	Abdomen-abnormality	AXIN2
ENSG00000125398.5	Abdomen-abnormality	SOX9
ENSG00000125454.11	Abdomen-abnormality	SLC25A19
ENSG00000182173.12	Abdomen-abnormality	TSEN54
ENSG00000108479.11	Abdomen-abnormality	GALK1
ENSG00000161533.11	Abdomen-abnormality	ACOX1
ENSG00000129667.12	Abdomen-abnormality	RHBDF2
ENSG00000171298.12	Abdomen-abnormality	GAA
ENSG00000141543.9	Abdomen-abnormality	EIF4A3
ENSG00000181523.12	Abdomen-abnormality	SGSH
ENSG00000183010.16	Abdomen-abnormality	PYCR1
ENSG00000101577.9	Abdomen-abnormality	LPIN2
ENSG00000154864.11	Abdomen-abnormality	PIEZO2
ENSG00000141385.9	Abdomen-abnormality	AFG3L2
ENSG00000141448.8	Abdomen-abnormality	GATA6
ENSG00000141458.12	Abdomen-abnormality	NPC1
ENSG00000053747.15	Abdomen-abnormality	LAMA3
ENSG00000118271.9	Abdomen-abnormality	TTR
ENSG00000101695.8	Abdomen-abnormality	RNF125
ENSG00000141431.10	Abdomen-abnormality	ASXL3
ENSG00000152217.16	Abdomen-abnormality	SETBP1
ENSG00000167306.19	Abdomen-abnormality	MYO5B
ENSG00000172361.5	Abdomen-abnormality	CFAP53
ENSG00000141646.13	Abdomen-abnormality	SMAD4
ENSG00000196628.15	Abdomen-abnormality	TCF4
ENSG00000081923.11	Abdomen-abnormality	ATP8B1
ENSG00000197563.10	Abdomen-abnormality	PIGN
ENSG00000141759.14	Abdomen-abnormality	TXNL4A
ENSG00000197561.6	Abdomen-abnormality	ELANE
ENSG00000118046.14	Abdomen-abnormality	STK11
ENSG00000104899.7	Abdomen-abnormality	AMH
ENSG00000176619.12	Abdomen-abnormality	LMNB2
ENSG00000088256.8	Abdomen-abnormality	GNA11
ENSG00000126934.13	Abdomen-abnormality	MAP2K2
ENSG00000196365.11	Abdomen-abnormality	LONP1
ENSG00000104833.11	Abdomen-abnormality	TUBB4A
ENSG00000171105.13	Abdomen-abnormality	INSR
ENSG00000090674.15	Abdomen-abnormality	MCOLN1
ENSG00000032444.15	Abdomen-abnormality	PNPLA6
ENSG00000127616.17	Abdomen-abnormality	SMARCA4
ENSG00000130175.9	Abdomen-abnormality	PRKCSH
ENSG00000104774.12	Abdomen-abnormality	MAN2B1
ENSG00000105610.4	Abdomen-abnormality	KLF1
ENSG00000105607.12	Abdomen-abnormality	GCDH
ENSG00000008441.16	Abdomen-abnormality	NFIX
ENSG00000141837.19	Abdomen-abnormality	CACNA1A
ENSG00000074181.8	Abdomen-abnormality	NOTCH3
ENSG00000130299.16	Abdomen-abnormality	GTPBP3
ENSG00000105639.18	Abdomen-abnormality	JAK3
ENSG00000105641.3	Abdomen-abnormality	SLC5A5
ENSG00000064490.13	Abdomen-abnormality	RFXANK
ENSG00000124299.13	Abdomen-abnormality	PEPD
ENSG00000105220.14	Abdomen-abnormality	GPI
ENSG00000161270.19	Abdomen-abnormality	NPHS1
ENSG00000167642.12	Abdomen-abnormality	SPINT2
ENSG00000196218.12	Abdomen-abnormality	RYR1
ENSG00000104835.14	Abdomen-abnormality	SARS2
ENSG00000105221.16	Abdomen-abnormality	AKT2
ENSG00000090006.17	Abdomen-abnormality	LTBP4
ENSG00000105329.9	Abdomen-abnormality	TGFB1
ENSG00000248098.11	Abdomen-abnormality	BCKDHA
ENSG00000105409.16	Abdomen-abnormality	ATP1A3
ENSG00000105429.12	Abdomen-abnormality	MEGF8
ENSG00000079435.9	Abdomen-abnormality	LIPE
ENSG00000105755.7	Abdomen-abnormality	ETHE1
ENSG00000130203.9	Abdomen-abnormality	APOE
ENSG00000104884.14	Abdomen-abnormality	ERCC2
ENSG00000012061.15	Abdomen-abnormality	ERCC1
ENSG00000104936.17	Abdomen-abnormality	DMPK
ENSG00000042753.11	Abdomen-abnormality	AP2S1
ENSG00000087086.14	Abdomen-abnormality	FTL
ENSG00000010361.13	Abdomen-abnormality	FUZ
ENSG00000213024.11	Abdomen-abnormality	NUP62
ENSG00000062822.12	Abdomen-abnormality	POLD1
ENSG00000269404.6	Abdomen-abnormality	SPIB
ENSG00000142405.21	Abdomen-abnormality	NLRP12
ENSG00000126583.10	Abdomen-abnormality	PRKCG
ENSG00000101276.14	Abdomen-abnormality	SLC52A3
ENSG00000101200.5	Abdomen-abnormality	AVP
ENSG00000125779.21	Abdomen-abnormality	PANK2
ENSG00000171867.16	Abdomen-abnormality	PRNP
ENSG00000132646.10	Abdomen-abnormality	PCNA
ENSG00000101311.15	Abdomen-abnormality	FERMT1
ENSG00000125863.18	Abdomen-abnormality	MKKS
ENSG00000101384.11	Abdomen-abnormality	JAG1
ENSG00000125871.13	Abdomen-abnormality	MGME1
ENSG00000101310.14	Abdomen-abnormality	SEC23B
ENSG00000132669.12	Abdomen-abnormality	RIN2
ENSG00000131055.4	Abdomen-abnormality	COX4I2
ENSG00000171456.16	Abdomen-abnormality	ASXL1
ENSG00000078747.14	Abdomen-abnormality	ITCH
ENSG00000101347.8	Abdomen-abnormality	SAMHD1
ENSG00000196839.12	Abdomen-abnormality	ADA
ENSG00000124155.17	Abdomen-abnormality	PIGT
ENSG00000064601.16	Abdomen-abnormality	CTSA
ENSG00000197496.5	Abdomen-abnormality	SLC2A10
ENSG00000101126.15	Abdomen-abnormality	ADNP
ENSG00000000419.12	Abdomen-abnormality	DPM1
ENSG00000101115.12	Abdomen-abnormality	SALL4
ENSG00000019186.9	Abdomen-abnormality	CYP24A1
ENSG00000124253.10	Abdomen-abnormality	PCK1
ENSG00000124164.15	Abdomen-abnormality	VAPB
ENSG00000087460.24	Abdomen-abnormality	GNAS
ENSG00000124172.9	Abdomen-abnormality	ATP5E
ENSG00000124205.15	Abdomen-abnormality	EDN3
ENSG00000203883.6	Abdomen-abnormality	SOX18
ENSG00000154646.8	Abdomen-abnormality	TMPRSS15
ENSG00000142192.20	Abdomen-abnormality	APP
ENSG00000159267.14	Abdomen-abnormality	HLCS
ENSG00000183421.11	Abdomen-abnormality	RIPK4
ENSG00000160200.17	Abdomen-abnormality	CBS
ENSG00000160224.16	Abdomen-abnormality	AIRE
ENSG00000160255.17	Abdomen-abnormality	ITGB2
ENSG00000182871.14	Abdomen-abnormality	COL18A1
ENSG00000093072.15	Abdomen-abnormality	CECR1
ENSG00000100075.9	Abdomen-abnormality	SLC25A1
ENSG00000093010.13	Abdomen-abnormality	COMT
ENSG00000241973.10	Abdomen-abnormality	PI4KA
ENSG00000099940.11	Abdomen-abnormality	SNAP29
ENSG00000186716.20	Abdomen-abnormality	BCR
ENSG00000250479.8	Abdomen-abnormality	CHCHD10
ENSG00000100014.19	Abdomen-abnormality	SPECC1L
ENSG00000100024.14	Abdomen-abnormality	UPB1
ENSG00000100099.20	Abdomen-abnormality	HPS4
ENSG00000183765.20	Abdomen-abnormality	CHEK2
ENSG00000185339.8	Abdomen-abnormality	TCN2
ENSG00000100170.9	Abdomen-abnormality	SLC5A1
ENSG00000100225.17	Abdomen-abnormality	FBXO7
ENSG00000100292.16	Abdomen-abnormality	HMOX1
ENSG00000100345.20	Abdomen-abnormality	MYH9
ENSG00000184381.18	Abdomen-abnormality	PLA2G6
ENSG00000100311.16	Abdomen-abnormality	PDGFB
ENSG00000196236.12	Abdomen-abnormality	XPNPEP3
ENSG00000198951.11	Abdomen-abnormality	NAGA
ENSG00000130638.16	Abdomen-abnormality	ATXN10
ENSG00000100416.12	Abdomen-abnormality	TRMU
ENSG00000025708.13	Abdomen-abnormality	TYMP
ENSG00000100299.17	Abdomen-abnormality	ARSA
ENSG00000251322.7	Abdomen-abnormality	SHANK3
ENSG00000101846.6	Abdomen-abnormality	STS
ENSG00000101871.14	Abdomen-abnormality	MID1
ENSG00000046651.14	Abdomen-abnormality	OFD1
ENSG00000181544.13	Abdomen-abnormality	FANCB
ENSG00000165195.15	Abdomen-abnormality	PIGA
ENSG00000182287.13	Abdomen-abnormality	AP1S2
ENSG00000044446.11	Abdomen-abnormality	PHKA2
ENSG00000177189.12	Abdomen-abnormality	RPS6KA3
ENSG00000012174.11	Abdomen-abnormality	MBTPS2
ENSG00000004848.7	Abdomen-abnormality	ARX
ENSG00000198814.12	Abdomen-abnormality	GK
ENSG00000165168.7	Abdomen-abnormality	CYBB
ENSG00000036473.6	Abdomen-abnormality	OTC
ENSG00000183337.16	Abdomen-abnormality	BCOR
ENSG00000147044.20	Abdomen-abnormality	CASK
ENSG00000130985.16	Abdomen-abnormality	UBA1
ENSG00000102312.21	Abdomen-abnormality	PORCN
ENSG00000102145.13	Abdomen-abnormality	GATA1
ENSG00000102103.15	Abdomen-abnormality	PQBP1
ENSG00000102100.15	Abdomen-abnormality	SLC35A2
ENSG00000101997.12	Abdomen-abnormality	CCDC22
ENSG00000049768.14	Abdomen-abnormality	FOXP3
ENSG00000072501.17	Abdomen-abnormality	SMC1A
ENSG00000158526.7	Abdomen-abnormality	TSR2
ENSG00000102302.7	Abdomen-abnormality	FGD1
ENSG00000158578.18	Abdomen-abnormality	ALAS2
ENSG00000184675.9	Abdomen-abnormality	AMER1
ENSG00000126970.15	Abdomen-abnormality	ZC4H2
ENSG00000169083.16	Abdomen-abnormality	AR
ENSG00000090776.5	Abdomen-abnormality	EFNB1
ENSG00000147168.12	Abdomen-abnormality	IL2RG
ENSG00000184634.15	Abdomen-abnormality	MED12
ENSG00000169562.9	Abdomen-abnormality	GJB1
ENSG00000147099.19	Abdomen-abnormality	HDAC8
ENSG00000147100.10	Abdomen-abnormality	SLC16A2
ENSG00000050030.13	Abdomen-abnormality	KIAA2022
ENSG00000085224.21	Abdomen-abnormality	ATRX
ENSG00000131174.4	Abdomen-abnormality	COX7B
ENSG00000165240.18	Abdomen-abnormality	ATP7A
ENSG00000126953.5	Abdomen-abnormality	TIMM8A
ENSG00000010671.15	Abdomen-abnormality	BTK
ENSG00000102393.9	Abdomen-abnormality	GLA
ENSG00000123560.13	Abdomen-abnormality	PLP1
ENSG00000147224.10	Abdomen-abnormality	PRPS1
ENSG00000188153.12	Abdomen-abnormality	COL4A5
ENSG00000101901.11	Abdomen-abnormality	ALG13
ENSG00000158290.16	Abdomen-abnormality	CUL4B
ENSG00000183918.15	Abdomen-abnormality	SH2D1A
